message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0228,u_004,personal,,,u_046,2026-06-11 07:52,Can you look at the worker once? Retries are piling up again and escalation starts in 20 minutes.,,,0,can you look at the worker once? retries are piling up again and escalation starts in 20 minutes.,1,1,2,0,0,0,notify,can you look at the worker once retries are piling up again and escalation starts in <num> minutes,00:00-06:30,66,17,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-72f2a53a057b2baa
message_0126,u_015,business,,business_093,,2026-05-09 07:39,Settlement report for yesterday's international payouts is ready. No action needed unless you see a mismatch. This update is from RazorpayX.,,,0,settlement report for yesterday's international payouts is ready. no action needed unless you see a mismatch. this update is from razorpayx.,1,0,120,0,0,0,digest,settlement report for yesterday s international payouts is ready no action needed unless you see a mismatch this update is from razorpayx,23:30-07:30,79,22,32,0,,,,,,,,,RazorpayX,RazorpayX,payments,1,razorpayx.com,razorpayx.com,4341,5199,5,3397,business_payment_stack_interest,2026-05-07 14:22,1,,2,3,1,0,,1,10.714285714285714,2.2857142857142856,leak-8a6b5f74611dfc48
message_0167,u_001,group,group_001,,u_041,2026-05-11 17:46,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,"did you have dinner? call tomorrow when you are free, no hurry.",1,1,2,0,0,0,notify,did you have dinner call tomorrow when you are free no hurry,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-854c7915c122f3e7
message_0252,u_005,business,,business_082,,2026-03-01 07:12,"Dear Customer,

Contract note for today's trades is ready. Review holdings and charges in Console. This update is from Zerodha.

Tap below to view details.",,,0,"dear customer, contract note for today's trades is ready. review holdings and charges in console. this update is from zerodha. tap below to view details.",1,0,120,0,0,0,digest,dear customer contract note for today s trades is ready review holdings and charges in console this update is from zerodha tap below to view details,22:30-07:00,73,20,34,0,,,,,,,,,Zerodha,Zerodha,fintech,1,zerodha.com,zerodha.com,3934,4726,3,3078,trading_account_update,2026-07-02 19:15,0,,1,4,3,3,2026-07-02 19:15,1,6.428571428571429,2.4285714285714284,leak-354333af5f86229f
message_0337,u_033,business,,business_003,,2026-04-04 12:46,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",,,0,reminder: your account has a shopping offer available. selected products and saved items may have extra discounts today. tap below to view current balance or offer details. reply stop to unsubscribe,0,0,,1,1,0,mute,reminder your account has a shopping offer available selected products and saved items may have extra discounts today tap below to view current balance or offer details reply stop to unsubscribe,22:00-08:00,21,3,77,3,,,,,,,,,Flipkart,Flipkart,ecommerce,1,flipkart.com,flipkart.com,1011,1329,5,787,old_sale_subscription,2026-04-14 08:45,0,2026-06-09 09:45,9,1,9,0,,1,11.071428571428571,5.5,leak-e34af8c5bf9fbf03
message_0356,u_040,business,,business_003,,2026-03-21 17:39,"Reminder: your account has a shopping offer available.

Selected products and saved items may have extra discounts today.

Tap below to view current balance or offer details.

Reply STOP to unsubscribe",,,0,reminder: your account has a shopping offer available. selected products and saved items may have extra discounts today. tap below to view current balance or offer details. reply stop to unsubscribe,0,0,,1,1,0,mute,reminder your account has a shopping offer available selected products and saved items may have extra discounts today tap below to view current balance or offer details reply stop to unsubscribe,00:00-07:00,17,2,81,4,,,,,,,,,Flipkart,Flipkart,ecommerce,1,flipkart.com,flipkart.com,1011,1329,5,787,old_sale_subscription,2026-07-14 15:55,0,2026-07-16 09:55,7,0,6,0,,1,10.928571428571429,5.357142857142857,leak-b542e9d2ea208788
message_0054,u_001,personal,,,u_041,2026-07-11 07:24,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,"did you have dinner? call tomorrow when you are free, no hurry.",1,0,120,0,0,0,digest,did you have dinner call tomorrow when you are free no hurry,22:00-07:00,45,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-854c7915c122f3e7
message_0383,u_033,personal,,,u_048,2026-05-26 17:17,"Hi, the kurta set is still available. I can keep it till 7 PM if you want to pick up from Gate 2.",,,0,"hi, the kurta set is still available. i can keep it till 7 pm if you want to pick up from gate 2.",0,0,,1,1,0,mute,hi the kurta set is still available i can keep it till <num> pm if you want to pick up from gate <num>,22:00-08:00,21,3,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.071428571428571,5.5,leak-b062044cb2f41acf
message_0212,u_040,group,group_005,,u_049,2026-06-22 17:12,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,0,0,,1,1,1,mute,same message appeared in two resale threads today from new numbers with different payment links,00:00-07:00,17,2,81,4,marketplace,member,2026-07-17,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,10.928571428571429,5.357142857142857,leak-eaae3bdf1f67bf5e
message_0348,u_037,business,,business_108,,2026-06-20 07:52,"Dear Customer,

Your booking or reservation update is now available.

Please review timings, guest details, and any change options in the app.

Tap below to view details.",,,0,"dear customer, your booking or reservation update is now available. please review timings, guest details, and any change options in the app. tap below to view details.",1,1,2,0,0,0,notify,dear customer your booking or reservation update is now available please review timings guest details and any change options in the app tap below to view details,21:00-06:30,41,32,38,4,,,,,,,,,OpenTable,OpenTable,restaurant_dining,1,opentable.com,opentable.com,4896,5844,2,3832,restaurant_reservation,2026-06-05 12:25,0,,4,4,2,2,2026-06-05 12:25,1,3.642857142857143,2.642857142857143,leak-5718d9da1ed7b0e0
message_0403,u_006,group,group_003,,u_045,2026-05-22 12:17,School circular attached. Please check the timing and consent note before tomorrow morning.,image,img_011,0,school circular attached. please check the timing and consent note before tomorrow morning.,1,1,2,0,0,0,notify,school circular attached please check the timing and consent note before tomorrow morning,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-96b58ef464596ed5
message_0032,u_008,business,,business_036,,2026-06-25 17:12,"Delivery attempt could not be completed.

A reattempt charge is pending for your parcel. Please complete verification at amazonpay-delivery.in before the package is returned tonight.

Tap below to continue.

Reply STOP to opt out.",,,0,delivery attempt could not be completed. a reattempt charge is pending for your parcel. please complete verification at amazonpay-delivery.in before the package is returned tonight. tap below to continue. reply stop to opt out.,0,0,,1,1,1,mute,delivery attempt could not be completed a reattempt charge is pending for your parcel please complete verification at amazonpay delivery in before the package is returned tonight tap below to continue reply stop to opt out,23:30-07:30,94,29,49,1,,,,,,,,,Amazon Delivery Support,Amazon India,ecommerce_delivery,0,amazon.in,amazonpay-delivery.in,23,702,47,2,,,,,,,,,,,6.571428571428571,2.857142857142857,leak-c6bdb3f9055070fe
message_0100,u_011,group,group_011,,u_044,2026-03-14 12:03,Payment reminder from an unsaved resident account asked people to scan a QR that was not on the office notice.,,,0,payment reminder from an unsaved resident account asked people to scan a qr that was not on the office notice.,0,0,,1,1,0,mute,payment reminder from an unsaved resident account asked people to scan a qr that was not on the office notice,21:30-06:30,92,28,18,1,society,member,2024-08-23,12,15,7,0,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c5884bd0dddc03c5
message_0264,u_009,business,,business_098,,2026-04-24 07:24,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,"review in progress dear user, your approved application of inr 200000 has moved into the final stage. tap below for current status. ref id-532311946 reply stop to unsubscribe",1,0,9,0,0,0,digest,review in progress dear user your approved application of inr <num> has moved into the final stage tap below for current status ref id <num> reply stop to unsubscribe,22:00-08:30,118,41,12,0,,,,,,,,,Loan Verification Desk,Unknown,finance,0,,vl.gl,35,1756,23,10,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-eebea47b931a8ae5
message_0239,u_001,business,,business_001,,2026-04-11 17:57,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",,,0,"hi customer, your order ending 4821 has been packed and is expected to reach the local hub today. you can check delivery details and delivery-code instructions in your amazon app. team amazon",1,1,2,0,0,0,notify,hi customer your order ending <num> has been packed and is expected to reach the local hub today you can check delivery details and delivery code instructions in your amazon app team amazon,22:00-07:00,45,8,14,2,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,recent_grocery_delivery,2026-07-17 23:55,0,,3,5,1,0,,1,4.357142857142857,1.0,leak-402014ed8e46359b
message_0345,u_036,business,,business_102,,2026-05-21 07:31,"Hello Customer,

Please verify insurance status for vehicle KA03NQ9275.

Complete the renewal process to avoid any interruption in coverage.

Kindly ignore the message if you have already renewed.",,,0,"hello customer, please verify insurance status for vehicle ka03nq9275. complete the renewal process to avoid any interruption in coverage. kindly ignore the message if you have already renewed.",1,0,120,0,0,0,digest,hello customer please verify insurance status for vehicle ka03nq9275 complete the renewal process to avoid any interruption in coverage kindly ignore the message if you have already renewed,22:00-07:00,98,29,33,2,,,,,,,,,GEICO Auto,GEICO Auto,vehicle_insurance,1,geico.com,geico.com,4674,5586,5,3658,vehicle_insurance_renewal,2026-05-23 11:15,0,,3,2,1,1,2026-05-23 11:15,1,4.571428571428571,1.9285714285714286,leak-dfb7d4a7b8ad165e
message_0354,u_039,business,,business_095,,2026-03-01 07:24,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,"hi, you may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives. we're conducting a short 3-minute survey or session update to better understand what today's tech industry expects. here's the link shared in this chat. we'd really appreciate it if you could take a few minutes.",1,1,2,0,0,0,notify,hi you may have interacted with this program through one of our events hiring conversations partnerships or other initiatives we re conducting a short <num> minute survey or session update to better understand what today s tech industry expects here s the link shared in this chat we d really appreciate it if you could take a few minutes,22:00-08:00,55,10,48,3,,,,,,,,,Polaris School of Technology,Polaris School of Technology,education,1,polaris.school,weurl.co,4415,5285,7,3455,career_event_registration,2026-07-01 14:45,0,,6,8,0,0,,1,6.785714285714286,2.857142857142857,leak-5f6db45945e4d9c0
message_0278,u_014,business,,business_101,,2026-03-24 17:52,"Dear Customer,

Your health-related update is ready for review.

Please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time.

Team Care Services",,,0,"dear customer, your health-related update is ready for review. please check appointment, prescription, claim, or pickup details in the registered app before the scheduled time. team care services",1,1,2,0,0,0,notify,dear customer your health related update is ready for review please check appointment prescription claim or pickup details in the registered app before the scheduled time team care services,21:30-06:30,72,19,27,3,,,,,,,,,Aetna Health,Aetna Health,insurance,1,aetna.com,aetna.com,4637,5543,4,3629,caregiver_insurance_claim,2026-05-13 13:35,0,,8,6,3,3,2026-05-13 13:35,1,4.571428571428571,1.9285714285714286,leak-4436505183bd4c83
message_0020,u_011,group,group_016,,u_051,2026-03-30 17:03,one simple success habit changed thousands of lives. Read fully and send to 10 people.,,,12,one simple success habit changed thousands of lives. read fully and send to 10 people.,0,0,,1,1,0,mute,one simple success habit changed thousands of lives read fully and send to <num> people,21:30-06:30,92,28,18,1,dance_class,admin,2023-12-08,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-178aee62e5625922
message_0134,u_006,group,group_003,,u_045,2026-06-25 17:24,Faculty Advising reminder: approval form closes at 5 PM. Upload the offer letter before the portal locks.,,,0,faculty advising reminder: approval form closes at 5 pm. upload the offer letter before the portal locks.,1,1,2,0,0,0,notify,faculty advising reminder approval form closes at <num> pm upload the offer letter before the portal locks,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-13f88c2aa4d7d2ea
message_0036,u_004,group,group_005,,u_049,2026-07-02 07:39,"Hi, is the study chair still available? Can pick up tomorrow evening from gate if final price works.",,,0,"hi, is the study chair still available? can pick up tomorrow evening from gate if final price works.",1,0,120,0,0,0,digest,hi is the study chair still available can pick up tomorrow evening from gate if final price works,00:00-06:30,66,17,29,3,marketplace,admin,2025-10-25,12,12,3,2,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-768e98da4b20db2a
message_0172,u_001,group,group_001,,u_051,2026-06-30 12:12,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-95cf45a2cc8e3c87
message_0089,u_027,group,group_005,,u_049,2026-05-14 17:57,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:00-07:00,29,4,71,2,marketplace,member,2026-04-15,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,8.0,3.5,leak-49eafd2a218cd04b
message_0281,u_015,business,,business_093,,2026-04-23 17:08,"Dear customer,

International payouts don't have to be slow, expensive, or stressful.

RazorpayX Global Payouts helps simplify vendor payouts across markets.

Let's connect if any of the pain points resonate.

Team RazorpayX",,,0,"dear customer, international payouts don't have to be slow, expensive, or stressful. razorpayx global payouts helps simplify vendor payouts across markets. let's connect if any of the pain points resonate. team razorpayx",1,0,120,0,0,0,digest,dear customer international payouts don t have to be slow expensive or stressful razorpayx global payouts helps simplify vendor payouts across markets let s connect if any of the pain points resonate team razorpayx,23:30-07:30,79,22,32,0,,,,,,,,,RazorpayX,RazorpayX,payments,1,razorpayx.com,razorpayx.com,4341,5199,5,3397,business_payment_stack_interest,2026-05-07 14:22,1,,2,3,1,0,,1,10.714285714285714,2.2857142857142856,leak-c144179a98ff752e
message_0225,u_001,personal,,,u_041,2026-05-12 07:31,"Did you have dinner? Call tomorrow when you are free, no hurry.",,,0,"did you have dinner? call tomorrow when you are free, no hurry.",1,0,120,0,0,0,digest,did you have dinner call tomorrow when you are free no hurry,22:00-07:00,45,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-854c7915c122f3e7
message_0077,u_001,group,group_001,,u_051,2026-07-04 17:46,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,good morning all. may today bring success and peace. share positivity with friends.,0,0,,1,1,0,mute,good morning all may today bring success and peace share positivity with friends,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-3697ed29900319e0
message_0410,u_011,group,group_020,,u_043,2026-06-28 17:03,Neighborhood advisory poster attached. Phone thefts reported near the metro gate this evening.,image,img_023,0,neighborhood advisory poster attached. phone thefts reported near the metro gate this evening.,1,1,2,0,0,0,notify,neighborhood advisory poster attached phone thefts reported near the metro gate this evening,21:30-06:30,92,28,18,1,safety,admin,2023-05-21,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-876cdf35d08134c8
message_0269,u_011,group,group_002,,u_043,2026-06-13 17:57,Emergency: basement pump room is flooding. Move parked cars near pillar B7 within 15 minutes.,,,0,emergency: basement pump room is flooding. move parked cars near pillar b7 within 15 minutes.,1,1,2,0,0,0,notify,emergency basement pump room is flooding move parked cars near pillar b7 within <num> minutes,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-bfee3cf0060a7cdb
message_0181,u_006,group,group_014,,u_049,2026-04-10 12:08,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,21:00-06:00,80,23,39,2,local_food,member,2026-04-04,2,3,0,2,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-bec4826c3a64bdfe
message_0305,u_023,business,,business_094,,2026-05-29 17:31,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,"new here? 50% off won't wait! welcome! get 50% off with try50. but hurry, it might expire soon. ready to place your first order? use it now! t&c apply. reply stop to unsubscribe",1,0,120,0,0,0,digest,new here <num> off won t wait welcome get <num> off with try50 but hurry it might expire soon ready to place your first order use it now t c apply reply stop to unsubscribe,21:30-07:30,74,18,31,1,,,,,,,,,Swish,Swish,food_delivery,1,swish.in,swish.in,4378,5242,6,3426,new_food_delivery_signup,2026-05-12 18:37,1,,1,2,0,0,,1,6.0,2.2142857142857144,leak-f83253fc19bf73f3
message_0375,u_016,personal,,,u_045,2026-03-07 07:31,Your internship approval is still missing one supervisor email. Send it before 5 PM or the form will lock.,,,0,your internship approval is still missing one supervisor email. send it before 5 pm or the form will lock.,1,1,2,0,0,0,notify,your internship approval is still missing one supervisor email send it before <num> pm or the form will lock,22:00-07:00,86,25,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-d642b78b71cdb40b
message_0411,u_005,group,group_021,,u_054,2026-07-08 07:08,"Chart screenshot attached for the weekly market note. No intraday call, read when free.",image,img_024,1,"chart screenshot attached for the weekly market note. no intraday call, read when free.",1,0,120,0,0,0,digest,chart screenshot attached for the weekly market note no intraday call read when free,22:30-07:00,73,20,34,0,investment_tips,admin,2024-10-05,13,13,6,1,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-086c135b8617cebb
message_0362,u_004,personal,,,u_046,2026-05-20 17:12,Can you look at the payment worker once? Retries are piling up again and the client escalation starts in 20 minutes.,,,0,can you look at the payment worker once? retries are piling up again and the client escalation starts in 20 minutes.,1,1,2,0,0,0,notify,can you look at the payment worker once retries are piling up again and the client escalation starts in <num> minutes,00:00-06:30,66,17,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-2a8fa8b0a354ea4a
message_0355,u_039,group,group_023,,u_054,2026-03-11 12:31,Anyone from the old hostel batch coming for alumni day? Add names to the sheet when free.,,,0,anyone from the old hostel batch coming for alumni day? add names to the sheet when free.,1,0,120,0,0,0,digest,anyone from the old hostel batch coming for alumni day add names to the sheet when free,22:00-08:00,55,10,48,3,college_students,member,2025-02-18,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,6.785714285714286,2.857142857142857,leak-2191576ee1381b6d
message_0182,u_006,group,group_014,,u_049,2026-04-20 17:12,Same message appeared in two resale threads today from new numbers with different payment links.,,,0,same message appeared in two resale threads today from new numbers with different payment links.,0,0,,1,1,1,mute,same message appeared in two resale threads today from new numbers with different payment links,21:00-06:00,80,23,39,2,local_food,member,2026-04-04,2,3,0,2,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-6cfa90835927f4e3
message_0261,u_008,business,,business_067,,2026-04-27 07:08,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",,,0,you just dropped something... a limited shopping benefit is available on items you recently viewed. check the details in the app before the offer expires. reply stop to unsubscribe,1,0,120,0,0,0,digest,you just dropped something a limited shopping benefit is available on items you recently viewed check the details in the app before the offer expires reply stop to unsubscribe,23:30-07:30,94,29,49,1,,,,,,,,,Target,Target,retail,1,target.com,target.com,3379,4081,6,2643,active_retail_membership,2026-07-17 23:55,1,,7,8,0,1,2026-07-17 23:55,1,6.571428571428571,2.857142857142857,leak-39bc5274c1034adc
message_0140,u_001,group,group_011,,u_043,2026-04-08 17:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,22:00-07:00,45,8,14,2,society,member,2024-02-09,9,9,2,2,0,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-e2bb00a57859676c
message_0180,u_011,group,group_002,,u_043,2026-03-31 07:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c824abfd06350b30
message_0277,u_013,business,,business_063,,2026-03-14 12:46,"Important account notice

Dear Customer,

We noticed a security update pending on your banking profile.

Check the latest status at the link shared in this chat before access is restricted.

Reply STOP to opt out.",,,0,"important account notice dear customer, we noticed a security update pending on your banking profile. check the latest status at the link shared in this chat before access is restricted. reply stop to opt out.",0,0,,1,1,1,mute,important account notice dear customer we noticed a security update pending on your banking profile check the latest status at the link shared in this chat before access is restricted reply stop to opt out,22:00-08:00,65,16,22,1,,,,,,,,,HSBC Secure Desk,HSBC,bank,0,hsbc.com,hsbc-alerts.net,25,1161,58,11,,,,,,,,,,,6.357142857142857,1.5714285714285714,leak-3e31b0d2a908d56c
message_0117,u_004,group,group_004,,u_046,2026-03-13 07:46,@u_010 payment worker is still retrying failed events after the queue restart. Can you check logs before client mail?,,,0,@u_010 payment worker is still retrying failed events after the queue restart. can you check logs before client mail?,1,1,2,0,0,0,notify,u_010 payment worker is still retrying failed events after the queue restart can you check logs before client mail,00:00-06:30,66,17,29,3,coworker,admin,2024-05-13,13,13,4,0,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-a0c21c04d768d992
message_0012,u_025,group,group_014,,u_048,2026-05-27 07:12,"Cycle helmet + pump + rear light available. Bought Dec, barely used. Pickup near Gate 1, DM for pics.",,,0,"cycle helmet + pump + rear light available. bought dec, barely used. pickup near gate 1, dm for pics.",1,0,120,0,0,0,digest,cycle helmet pump rear light available bought dec barely used pickup near gate <num> dm for pics,22:30-07:00,85,24,30,0,local_food,member,2026-05-20,22,22,6,5,0,,,,,,,,,,,,,,,,,,,,,5.571428571428571,2.142857142857143,leak-21573f58ac808dff
message_0015,u_006,group,group_002,,u_043,2026-06-26 07:31,"Sharing this here: drink warm water every hour, avoid cold food. Share in family groups.",,,0,"sharing this here: drink warm water every hour, avoid cold food. share in family groups.",0,0,,1,1,0,mute,sharing this here drink warm water every hour avoid cold food share in family groups,21:00-06:00,80,23,39,2,society,member,2024-10-24,2,4,0,1,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-47cdc05e65800e65
message_0340,u_034,group,group_006,,u_054,2026-05-04 12:03,"Book club moved discussion to next Sunday. Same cafe, 11 AM.",,,0,"book club moved discussion to next sunday. same cafe, 11 am.",1,0,120,0,0,0,digest,book club moved discussion to next sunday same cafe <num> am,21:30-06:30,84,23,23,3,friends,member,2024-03-12,7,10,1,5,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.6428571428571428,leak-c9a003dfe340fdbb
message_0085,u_009,group,group_005,,u_049,2026-05-07 12:31,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",1,0,9,0,0,0,digest,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-019217c6df0d1706
message_0295,u_019,business,,business_013,,2026-03-23 12:31,"Dear Customer,

Class fee payment to Nritya Studio was successful. This update is from Paytm.

Tap below to view details.",,,0,"dear customer, class fee payment to nritya studio was successful. this update is from paytm. tap below to view details.",1,1,2,0,0,0,notify,dear customer class fee payment to nritya studio was successful this update is from paytm tap below to view details,22:00-08:00,43,6,52,3,,,,,,,,,Paytm,Paytm,payments,1,paytm.com,paytm.com,1381,1759,6,1077,,,,,,,,,,,5.642857142857143,2.0714285714285716,leak-ce9bd141af6bf160
message_0008,u_015,group,group_010,,u_043,2026-05-20 17:52,Cultural night sheet is open. Add flat no + item by Sunday. Pls don't flood group with 'done'.,,,0,cultural night sheet is open. add flat no + item by sunday. pls don't flood group with 'done'.,1,0,120,0,0,0,digest,cultural night sheet is open add flat no item by sunday pls don t flood group with done,23:30-07:30,79,22,32,0,society,member,2024-09-26,23,24,5,4,0,,,,,,,,,,,,,,,,,,,,,10.714285714285714,2.2857142857142856,leak-f3708b2d53fe3303
message_0344,u_036,business,,business_104,,2026-05-11 17:24,"Pending Traffic Challan Notice

Vehicle KA03NQ9275 has 1 pending challan(s) with a total payable amount of Rs 435.

Ignoring challans may lead to additional penalties, legal follow-ups, or issues during vehicle verification.

Tap below to view details.

Reply STOP to unsubscribe",,,0,"pending traffic challan notice vehicle ka03nq9275 has 1 pending challan(s) with a total payable amount of rs 435. ignoring challans may lead to additional penalties, legal follow-ups, or issues during vehicle verification. tap below to view details. reply stop to unsubscribe",1,1,2,0,0,0,notify,pending traffic challan notice vehicle ka03nq9275 has <num> pending challan s with a total payable amount of rs <num> ignoring challans may lead to additional penalties legal follow ups or issues during vehicle verification tap below to view details reply stop to unsubscribe,22:00-07:00,98,29,33,2,,,,,,,,,VehicleInfo,VehicleInfo,traffic_challan,1,vehicleinfo.app,vehicleinfo.app,4748,5672,7,3716,traffic_challan_notice,2026-04-24 08:05,0,,1,2,0,0,,1,4.571428571428571,1.9285714285714286,leak-1d40a805630e04ed
message_0248,u_004,business,,business_005,,2026-06-07 17:52,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",,,0,"when did a trip last change something about how you see yourself? ladakh is built for that. 7 nights, all in, from rs 17,999 per person. tap below to view the itinerary. reply stop to unsubscribe from marketing messages.",1,1,2,0,0,0,notify,when did a trip last change something about how you see yourself ladakh is built for that <num> nights all in from rs <num> per person tap below to view the itinerary reply stop to unsubscribe from marketing messages,00:00-06:30,66,17,29,3,,,,,,,,,MakeMyTrip,MakeMyTrip,travel,1,makemytrip.com,makemytrip.com,1085,1415,7,845,confirmed_travel_booking,2026-07-17 23:55,1,,5,7,1,2,2026-07-17 23:55,1,7.785714285714286,2.0714285714285716,leak-3aeecd0157c7e230
message_0198,u_012,group,group_008,,u_041,2026-03-07 07:52,Clinic timing may change. Keep your phone nearby in case I need to decide quickly.,,,0,clinic timing may change. keep your phone nearby in case i need to decide quickly.,1,0,120,0,0,0,digest,clinic timing may change keep your phone nearby in case i need to decide quickly,23:00-07:00,58,13,17,4,extended_family,member,2023-08-19,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,7.5,1.2142857142857142,leak-c499aea019e2a39c
